name,group,kind,nnz,rows,cols,link
shl_0,HB,Optimization Problem Sequence,1687,663,663,https://sparse.tamu.edu/MM/HB/shl_0.tar.gz
shl_200,HB,Subsequent Optimization Problem,1726,663,663,https://sparse.tamu.edu/MM/HB/shl_200.tar.gz
shl_400,HB,Subsequent Optimization Problem,1712,663,663,https://sparse.tamu.edu/MM/HB/shl_400.tar.gz
sstmodel,HB,Structural Problem,22749,3345,3345,https://sparse.tamu.edu/MM/HB/sstmodel.tar.gz
steam1,HB,Computational Fluid Dynamics Problem,2248,240,240,https://sparse.tamu.edu/MM/HB/steam1.tar.gz
steam2,HB,Computational Fluid Dynamics Problem,5660,600,600,https://sparse.tamu.edu/MM/HB/steam2.tar.gz
steam3,HB,Computational Fluid Dynamics Problem,314,80,80,https://sparse.tamu.edu/MM/HB/steam3.tar.gz
str_0,HB,Optimization Problem Sequence,2454,363,363,https://sparse.tamu.edu/MM/HB/str_0.tar.gz
str_200,HB,Subsequent Optimization Problem,3068,363,363,https://sparse.tamu.edu/MM/HB/str_200.tar.gz
str_400,HB,Subsequent Optimization Problem,3157,363,363,https://sparse.tamu.edu/MM/HB/str_400.tar.gz
str_600,HB,Subsequent Optimization Problem,3279,363,363,https://sparse.tamu.edu/MM/HB/str_600.tar.gz
watt_1,HB,Computational Fluid Dynamics Problem,11360,1856,1856,https://sparse.tamu.edu/MM/HB/watt_1.tar.gz
watt_2,HB,Computational Fluid Dynamics Problem,11550,1856,1856,https://sparse.tamu.edu/MM/HB/watt_2.tar.gz
well1033,HB,Least Squares Problem,4732,1033,320,https://sparse.tamu.edu/MM/HB/well1033.tar.gz
well1850,HB,Least Squares Problem,8755,1850,712,https://sparse.tamu.edu/MM/HB/well1850.tar.gz
west0067,HB,Chemical Process Simulation Problem,294,67,67,https://sparse.tamu.edu/MM/HB/west0067.tar.gz
west0132,HB,Chemical Process Simulation Problem,413,132,132,https://sparse.tamu.edu/MM/HB/west0132.tar.gz
west0156,HB,Chemical Process Simulation Problem,362,156,156,https://sparse.tamu.edu/MM/HB/west0156.tar.gz
west0167,HB,Chemical Process Simulation Problem,506,167,167,https://sparse.tamu.edu/MM/HB/west0167.tar.gz
west0381,HB,Chemical Process Simulation Problem,2134,381,381,https://sparse.tamu.edu/MM/HB/west0381.tar.gz
west0479,HB,Chemical Process Simulation Problem,1888,479,479,https://sparse.tamu.edu/MM/HB/west0479.tar.gz
west0497,HB,Chemical Process Simulation Problem,1721,497,497,https://sparse.tamu.edu/MM/HB/west0497.tar.gz
west0655,HB,Chemical Process Simulation Problem,2808,655,655,https://sparse.tamu.edu/MM/HB/west0655.tar.gz
west0989,HB,Chemical Process Simulation Problem,3518,989,989,https://sparse.tamu.edu/MM/HB/west0989.tar.gz
west1505,HB,Chemical Process Simulation Problem,5414,1505,1505,https://sparse.tamu.edu/MM/HB/west1505.tar.gz
west2021,HB,Chemical Process Simulation Problem,7310,2021,2021,https://sparse.tamu.edu/MM/HB/west2021.tar.gz
will199,HB,Structural Problem,701,199,199,https://sparse.tamu.edu/MM/HB/will199.tar.gz
will57,HB,Semiconductor Device Problem,281,57,57,https://sparse.tamu.edu/MM/HB/will57.tar.gz
wm1,HB,Economic Problem,2909,207,277,https://sparse.tamu.edu/MM/HB/wm1.tar.gz
wm2,HB,Economic Problem,2942,207,260,https://sparse.tamu.edu/MM/HB/wm2.tar.gz
wm3,HB,Economic Problem,2948,207,260,https://sparse.tamu.edu/MM/HB/wm3.tar.gz
young1c,HB,Acoustics Problem,4089,841,841,https://sparse.tamu.edu/MM/HB/young1c.tar.gz
young2c,HB,Duplicate Acoustics Problem,4089,841,841,https://sparse.tamu.edu/MM/HB/young2c.tar.gz
young3c,HB,Acoustics Problem,3988,841,841,https://sparse.tamu.edu/MM/HB/young3c.tar.gz
young4c,HB,Acoustics Problem,4089,841,841,https://sparse.tamu.edu/MM/HB/young4c.tar.gz
zenios,HB,Optimization Problem,1314,2873,2873,https://sparse.tamu.edu/MM/HB/zenios.tar.gz
onetone1,ATandT,Frequency Domain Circuit Simulation Problem,335552,36057,36057,https://sparse.tamu.edu/MM/ATandT/onetone1.tar.gz
onetone2,ATandT,Frequency Domain Circuit Simulation Problem,222596,36057,36057,https://sparse.tamu.edu/MM/ATandT/onetone2.tar.gz
pre2,ATandT,Frequency Domain Circuit Simulation Problem,5834044,659033,659033,https://sparse.tamu.edu/MM/ATandT/pre2.tar.gz
twotone,ATandT,Frequency Domain Circuit Simulation Problem,1206265,120750,120750,https://sparse.tamu.edu/MM/ATandT/twotone.tar.gz
epb0,Averous,Thermal Problem,7764,1794,1794,https://sparse.tamu.edu/MM/Averous/epb0.tar.gz
epb1,Averous,Thermal Problem,95053,14734,14734,https://sparse.tamu.edu/MM/Averous/epb1.tar.gz
epb2,Averous,Thermal Problem,175027,25228,25228,https://sparse.tamu.edu/MM/Averous/epb2.tar.gz
epb3,Averous,Thermal Problem,463625,84617,84617,https://sparse.tamu.edu/MM/Averous/epb3.tar.gz
af23560,Bai,Computational Fluid Dynamics Problem,460598,23560,23560,https://sparse.tamu.edu/MM/Bai/af23560.tar.gz
bfwa398,Bai,Electromagnetics Problem,3678,398,398,https://sparse.tamu.edu/MM/Bai/bfwa398.tar.gz
bfwa62,Bai,Electromagnetics Problem,450,62,62,https://sparse.tamu.edu/MM/Bai/bfwa62.tar.gz
bfwa782,Bai,Electromagnetics Problem,7514,782,782,https://sparse.tamu.edu/MM/Bai/bfwa782.tar.gz
bfwb398,Bai,Electromagnetics Problem,2910,398,398,https://sparse.tamu.edu/MM/Bai/bfwb398.tar.gz
bfwb62,Bai,Electromagnetics Problem,342,62,62,https://sparse.tamu.edu/MM/Bai/bfwb62.tar.gz
bfwb782,Bai,Electromagnetics Problem,5982,782,782,https://sparse.tamu.edu/MM/Bai/bfwb782.tar.gz
bwm200,Bai,Chemical Process Simulation Problem,796,200,200,https://sparse.tamu.edu/MM/Bai/bwm200.tar.gz
bwm2000,Bai,Chemical Process Simulation Problem,7996,2000,2000,https://sparse.tamu.edu/MM/Bai/bwm2000.tar.gz
cdde1,Bai,Computational Fluid Dynamics Problem Sequence,4681,961,961,https://sparse.tamu.edu/MM/Bai/cdde1.tar.gz
cdde2,Bai,Subsequent Computational Fluid Dynamics Problem,4681,961,961,https://sparse.tamu.edu/MM/Bai/cdde2.tar.gz
cdde3,Bai,Subsequent Computational Fluid Dynamics Problem,4681,961,961,https://sparse.tamu.edu/MM/Bai/cdde3.tar.gz
cdde4,Bai,Subsequent Computational Fluid Dynamics Problem,4681,961,961,https://sparse.tamu.edu/MM/Bai/cdde4.tar.gz
cdde5,Bai,Subsequent Computational Fluid Dynamics Problem,4681,961,961,https://sparse.tamu.edu/MM/Bai/cdde5.tar.gz
cdde6,Bai,Subsequent Computational Fluid Dynamics Problem,4681,961,961,https://sparse.tamu.edu/MM/Bai/cdde6.tar.gz
ck104,Bai,2D/3D Problem,992,104,104,https://sparse.tamu.edu/MM/Bai/ck104.tar.gz
ck400,Bai,2D/3D Problem,2860,400,400,https://sparse.tamu.edu/MM/Bai/ck400.tar.gz
ck656,Bai,2D/3D Problem,3884,656,656,https://sparse.tamu.edu/MM/Bai/ck656.tar.gz
dw1024,Bai,Electromagnetics Problem,10114,2048,2048,https://sparse.tamu.edu/MM/Bai/dw1024.tar.gz
dw256A,Bai,Electromagnetics Problem,2480,512,512,https://sparse.tamu.edu/MM/Bai/dw256A.tar.gz
dw256B,Bai,Electromagnetics Problem,2500,512,512,https://sparse.tamu.edu/MM/Bai/dw256B.tar.gz
dw4096,Bai,Electromagnetics Problem,41746,8192,8192,https://sparse.tamu.edu/MM/Bai/dw4096.tar.gz
lop163,Bai,Statistical/Mathematical Problem,935,163,163,https://sparse.tamu.edu/MM/Bai/lop163.tar.gz
mhda416,Bai,Electromagnetics Problem,8562,416,416,https://sparse.tamu.edu/MM/Bai/mhda416.tar.gz
mhdb416,Bai,Electromagnetics Problem,2312,416,416,https://sparse.tamu.edu/MM/Bai/mhdb416.tar.gz
odepa400,Bai,2D/3D Problem,1201,400,400,https://sparse.tamu.edu/MM/Bai/odepa400.tar.gz
odepb400,Bai,2D/3D Problem,399,400,400,https://sparse.tamu.edu/MM/Bai/odepb400.tar.gz
olm100,Bai,Computational Fluid Dynamics Problem,396,100,100,https://sparse.tamu.edu/MM/Bai/olm100.tar.gz
olm1000,Bai,Computational Fluid Dynamics Problem,3996,1000,1000,https://sparse.tamu.edu/MM/Bai/olm1000.tar.gz
olm2000,Bai,Computational Fluid Dynamics Problem,7996,2000,2000,https://sparse.tamu.edu/MM/Bai/olm2000.tar.gz
olm500,Bai,Computational Fluid Dynamics Problem,1996,500,500,https://sparse.tamu.edu/MM/Bai/olm500.tar.gz
olm5000,Bai,Computational Fluid Dynamics Problem,19996,5000,5000,https://sparse.tamu.edu/MM/Bai/olm5000.tar.gz
pde225,Bai,2D/3D Problem,1065,225,225,https://sparse.tamu.edu/MM/Bai/pde225.tar.gz
pde2961,Bai,2D/3D Problem,14585,2961,2961,https://sparse.tamu.edu/MM/Bai/pde2961.tar.gz
pde900,Bai,2D/3D Problem,4380,900,900,https://sparse.tamu.edu/MM/Bai/pde900.tar.gz
qc2534,Bai,Electromagnetics Problem,463360,2534,2534,https://sparse.tamu.edu/MM/Bai/qc2534.tar.gz
qc324,Bai,Electromagnetics Problem,26730,324,324,https://sparse.tamu.edu/MM/Bai/qc324.tar.gz
qh882,Bai,Power Network Problem,3354,882,882,https://sparse.tamu.edu/MM/Bai/qh882.tar.gz
rbsa480,Bai,Robotics Problem,17088,480,480,https://sparse.tamu.edu/MM/Bai/rbsa480.tar.gz
rbsb480,Bai,Robotics Problem,17088,480,480,https://sparse.tamu.edu/MM/Bai/rbsb480.tar.gz
rdb2048,Bai,Computational Fluid Dynamics Problem,12032,2048,2048,https://sparse.tamu.edu/MM/Bai/rdb2048.tar.gz
rdb5000,Bai,Computational Fluid Dynamics Problem,29600,5000,5000,https://sparse.tamu.edu/MM/Bai/rdb5000.tar.gz
rdb968,Bai,Computational Fluid Dynamics Problem,5632,968,968,https://sparse.tamu.edu/MM/Bai/rdb968.tar.gz
rw136,Bai,Statistical/Mathematical Problem,479,136,136,https://sparse.tamu.edu/MM/Bai/rw136.tar.gz
rw496,Bai,Statistical/Mathematical Problem,1859,496,496,https://sparse.tamu.edu/MM/Bai/rw496.tar.gz
rw5151,Bai,Statistical/Mathematical Problem,20199,5151,5151,https://sparse.tamu.edu/MM/Bai/rw5151.tar.gz
tub100,Bai,Computational Fluid Dynamics Problem,396,100,100,https://sparse.tamu.edu/MM/Bai/tub100.tar.gz
tub1000,Bai,Computational Fluid Dynamics Problem,3996,1000,1000,https://sparse.tamu.edu/MM/Bai/tub1000.tar.gz
bcsstk34,Boeing,Structural Problem,21418,588,588,https://sparse.tamu.edu/MM/Boeing/bcsstk34.tar.gz
bcsstk35,Boeing,Structural Problem,1450163,30237,30237,https://sparse.tamu.edu/MM/Boeing/bcsstk35.tar.gz
bcsstk36,Boeing,Structural Problem,1143140,23052,23052,https://sparse.tamu.edu/MM/Boeing/bcsstk36.tar.gz
bcsstk37,Boeing,Structural Problem,1140977,25503,25503,https://sparse.tamu.edu/MM/Boeing/bcsstk37.tar.gz
bcsstk38,Boeing,Structural Problem,355460,8032,8032,https://sparse.tamu.edu/MM/Boeing/bcsstk38.tar.gz
bcsstm34,Boeing,Structural Problem,24270,588,588,https://sparse.tamu.edu/MM/Boeing/bcsstm34.tar.gz
bcsstm35,Boeing,Structural Problem,20619,30237,30237,https://sparse.tamu.edu/MM/Boeing/bcsstm35.tar.gz
bcsstm36,Boeing,Structural Problem,320606,23052,23052,https://sparse.tamu.edu/MM/Boeing/bcsstm36.tar.gz
bcsstm37,Boeing,Structural Problem,15525,25503,25503,https://sparse.tamu.edu/MM/Boeing/bcsstm37.tar.gz
bcsstm38,Boeing,Structural Problem,10485,8032,8032,https://sparse.tamu.edu/MM/Boeing/bcsstm38.tar.gz
bcsstm39,Boeing,Structural Problem,46772,46772,46772,https://sparse.tamu.edu/MM/Boeing/bcsstm39.tar.gz
crystk01,Boeing,Materials Problem,315891,4875,4875,https://sparse.tamu.edu/MM/Boeing/crystk01.tar.gz
crystk02,Boeing,Materials Problem,968583,13965,13965,https://sparse.tamu.edu/MM/Boeing/crystk02.tar.gz
crystk03,Boeing,Materials Problem,1751178,24696,24696,https://sparse.tamu.edu/MM/Boeing/crystk03.tar.gz
crystm01,Boeing,Materials Problem,105339,4875,4875,https://sparse.tamu.edu/MM/Boeing/crystm01.tar.gz
crystm02,Boeing,Materials Problem,322905,13965,13965,https://sparse.tamu.edu/MM/Boeing/crystm02.tar.gz
crystm03,Boeing,Materials Problem,583770,24696,24696,https://sparse.tamu.edu/MM/Boeing/crystm03.tar.gz
ct20stif,Boeing,Structural Problem,2600295,52329,52329,https://sparse.tamu.edu/MM/Boeing/ct20stif.tar.gz
msc00726,Boeing,Structural Problem,34518,726,726,https://sparse.tamu.edu/MM/Boeing/msc00726.tar.gz
msc01050,Boeing,Structural Problem,26198,1050,1050,https://sparse.tamu.edu/MM/Boeing/msc01050.tar.gz
msc01440,Boeing,Structural Problem,44998,1440,1440,https://sparse.tamu.edu/MM/Boeing/msc01440.tar.gz
msc04515,Boeing,Structural Problem,97707,4515,4515,https://sparse.tamu.edu/MM/Boeing/msc04515.tar.gz
msc10848,Boeing,Structural Problem,1229776,10848,10848,https://sparse.tamu.edu/MM/Boeing/msc10848.tar.gz
msc23052,Boeing,Structural Problem,1142686,23052,23052,https://sparse.tamu.edu/MM/Boeing/msc23052.tar.gz
nasa1824,Boeing,Duplicate Structural Problem,39208,1824,1824,https://sparse.tamu.edu/MM/Boeing/nasa1824.tar.gz
nasa2910,Boeing,Duplicate Structural Problem,174296,2910,2910,https://sparse.tamu.edu/MM/Boeing/nasa2910.tar.gz
nasa4704,Boeing,Duplicate Structural Problem,104756,4704,4704,https://sparse.tamu.edu/MM/Boeing/nasa4704.tar.gz
pcrystk02,Boeing,Duplicate Materials Problem,968583,13965,13965,https://sparse.tamu.edu/MM/Boeing/pcrystk02.tar.gz
pcrystk03,Boeing,Duplicate Materials Problem,1751178,24696,24696,https://sparse.tamu.edu/MM/Boeing/pcrystk03.tar.gz
pct20stif,Boeing,Structural Problem,2698463,52329,52329,https://sparse.tamu.edu/MM/Boeing/pct20stif.tar.gz
pwtk,Boeing,Structural Problem,11524432,217918,217918,https://sparse.tamu.edu/MM/Boeing/pwtk.tar.gz
circuit_1,Bomhof,Circuit Simulation Problem,35823,2624,2624,https://sparse.tamu.edu/MM/Bomhof/circuit_1.tar.gz
circuit_2,Bomhof,Circuit Simulation Problem,21199,4510,4510,https://sparse.tamu.edu/MM/Bomhof/circuit_2.tar.gz
circuit_3,Bomhof,Circuit Simulation Problem,48137,12127,12127,https://sparse.tamu.edu/MM/Bomhof/circuit_3.tar.gz
circuit_4,Bomhof,Circuit Simulation Problem,307604,80209,80209,https://sparse.tamu.edu/MM/Bomhof/circuit_4.tar.gz
rma10,Bova,Computational Fluid Dynamics Problem,2329092,46835,46835,https://sparse.tamu.edu/MM/Bova/rma10.tar.gz
coater1,Brethour,Computational Fluid Dynamics Problem,19457,1348,1348,https://sparse.tamu.edu/MM/Brethour/coater1.tar.gz
coater2,Brethour,Computational Fluid Dynamics Problem,207308,9540,9540,https://sparse.tamu.edu/MM/Brethour/coater2.tar.gz
thermal,Brunetiere,Thermal Problem,66528,3456,3456,https://sparse.tamu.edu/MM/Brunetiere/thermal.tar.gz
mplate,Cote,Acoustics Problem,142190,5962,5962,https://sparse.tamu.edu/MM/Cote/mplate.tar.gz
vibrobox,Cote,Acoustics Problem,301700,12328,12328,https://sparse.tamu.edu/MM/Cote/vibrobox.tar.gz
cavity01,DRIVCAV,Computational Fluid Dynamics Problem Sequence,7280,317,317,https://sparse.tamu.edu/MM/DRIVCAV/cavity01.tar.gz
cavity02,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,5923,317,317,https://sparse.tamu.edu/MM/DRIVCAV/cavity02.tar.gz
cavity03,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,7311,317,317,https://sparse.tamu.edu/MM/DRIVCAV/cavity03.tar.gz
cavity04,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,5923,317,317,https://sparse.tamu.edu/MM/DRIVCAV/cavity04.tar.gz
cavity05,DRIVCAV,Computational Fluid Dynamics Problem Sequence,32632,1182,1182,https://sparse.tamu.edu/MM/DRIVCAV/cavity05.tar.gz
cavity06,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,29675,1182,1182,https://sparse.tamu.edu/MM/DRIVCAV/cavity06.tar.gz
cavity07,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,32702,1182,1182,https://sparse.tamu.edu/MM/DRIVCAV/cavity07.tar.gz
cavity08,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,29675,1182,1182,https://sparse.tamu.edu/MM/DRIVCAV/cavity08.tar.gz
cavity09,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,32702,1182,1182,https://sparse.tamu.edu/MM/DRIVCAV/cavity09.tar.gz
cavity10,DRIVCAV,Computational Fluid Dynamics Problem Sequence,76171,2597,2597,https://sparse.tamu.edu/MM/DRIVCAV/cavity10.tar.gz
cavity11,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,71601,2597,2597,https://sparse.tamu.edu/MM/DRIVCAV/cavity11.tar.gz
cavity12,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,76258,2597,2597,https://sparse.tamu.edu/MM/DRIVCAV/cavity12.tar.gz
cavity13,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,71601,2597,2597,https://sparse.tamu.edu/MM/DRIVCAV/cavity13.tar.gz
cavity14,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,76258,2597,2597,https://sparse.tamu.edu/MM/DRIVCAV/cavity14.tar.gz
cavity15,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,71601,2597,2597,https://sparse.tamu.edu/MM/DRIVCAV/cavity15.tar.gz
cavity16,DRIVCAV,Computational Fluid Dynamics Problem Sequence,137887,4562,4562,https://sparse.tamu.edu/MM/DRIVCAV/cavity16.tar.gz
cavity17,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,131735,4562,4562,https://sparse.tamu.edu/MM/DRIVCAV/cavity17.tar.gz
cavity18,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,138040,4562,4562,https://sparse.tamu.edu/MM/DRIVCAV/cavity18.tar.gz
cavity19,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,131735,4562,4562,https://sparse.tamu.edu/MM/DRIVCAV/cavity19.tar.gz
cavity20,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,138040,4562,4562,https://sparse.tamu.edu/MM/DRIVCAV/cavity20.tar.gz
cavity21,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,131735,4562,4562,https://sparse.tamu.edu/MM/DRIVCAV/cavity21.tar.gz
cavity22,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,138040,4562,4562,https://sparse.tamu.edu/MM/DRIVCAV/cavity22.tar.gz
cavity23,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,131735,4562,4562,https://sparse.tamu.edu/MM/DRIVCAV/cavity23.tar.gz
cavity24,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,138040,4562,4562,https://sparse.tamu.edu/MM/DRIVCAV/cavity24.tar.gz
cavity25,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,131735,4562,4562,https://sparse.tamu.edu/MM/DRIVCAV/cavity25.tar.gz
cavity26,DRIVCAV,Subsequent Computational Fluid Dynamics Problem,138040,4562,4562,https://sparse.tamu.edu/MM/DRIVCAV/cavity26.tar.gz
ex1,FIDAP,Computational Fluid Dynamics Problem,4317,216,216,https://sparse.tamu.edu/MM/FIDAP/ex1.tar.gz
ex10,FIDAP,Computational Fluid Dynamics Problem,54840,2410,2410,https://sparse.tamu.edu/MM/FIDAP/ex10.tar.gz
ex10hs,FIDAP,Computational Fluid Dynamics Problem,57308,2548,2548,https://sparse.tamu.edu/MM/FIDAP/ex10hs.tar.gz
ex11,FIDAP,Computational Fluid Dynamics Problem,1096948,16614,16614,https://sparse.tamu.edu/MM/FIDAP/ex11.tar.gz
ex12,FIDAP,Computational Fluid Dynamics Problem,79077,3973,3973,https://sparse.tamu.edu/MM/FIDAP/ex12.tar.gz
ex13,FIDAP,Computational Fluid Dynamics Problem,75628,2568,2568,https://sparse.tamu.edu/MM/FIDAP/ex13.tar.gz
ex14,FIDAP,Computational Fluid Dynamics Problem,65875,3251,3251,https://sparse.tamu.edu/MM/FIDAP/ex14.tar.gz
ex15,FIDAP,Computational Fluid Dynamics Problem,98671,6867,6867,https://sparse.tamu.edu/MM/FIDAP/ex15.tar.gz
ex18,FIDAP,Computational Fluid Dynamics Problem,71701,5773,5773,https://sparse.tamu.edu/MM/FIDAP/ex18.tar.gz
ex19,FIDAP,Computational Fluid Dynamics Problem,259577,12005,12005,https://sparse.tamu.edu/MM/FIDAP/ex19.tar.gz
ex2,FIDAP,Computational Fluid Dynamics Problem,26839,441,441,https://sparse.tamu.edu/MM/FIDAP/ex2.tar.gz
ex20,FIDAP,Computational Fluid Dynamics Problem,67830,2203,2203,https://sparse.tamu.edu/MM/FIDAP/ex20.tar.gz
ex21,FIDAP,Computational Fluid Dynamics Problem,18964,656,656,https://sparse.tamu.edu/MM/FIDAP/ex21.tar.gz
ex22,FIDAP,Computational Fluid Dynamics Problem,22460,839,839,https://sparse.tamu.edu/MM/FIDAP/ex22.tar.gz
ex23,FIDAP,Computational Fluid Dynamics Problem,42760,1409,1409,https://sparse.tamu.edu/MM/FIDAP/ex23.tar.gz
ex24,FIDAP,Computational Fluid Dynamics Problem,47901,2283,2283,https://sparse.tamu.edu/MM/FIDAP/ex24.tar.gz
ex25,FIDAP,Computational Fluid Dynamics Problem,24369,848,848,https://sparse.tamu.edu/MM/FIDAP/ex25.tar.gz
ex26,FIDAP,Computational Fluid Dynamics Problem,74464,2163,2163,https://sparse.tamu.edu/MM/FIDAP/ex26.tar.gz
ex27,FIDAP,Computational Fluid Dynamics Problem,37652,974,974,https://sparse.tamu.edu/MM/FIDAP/ex27.tar.gz
ex28,FIDAP,Computational Fluid Dynamics Problem,77031,2603,2603,https://sparse.tamu.edu/MM/FIDAP/ex28.tar.gz
ex29,FIDAP,Computational Fluid Dynamics Problem,23754,2870,2870,https://sparse.tamu.edu/MM/FIDAP/ex29.tar.gz
ex3,FIDAP,Computational Fluid Dynamics Problem,52685,1821,1821,https://sparse.tamu.edu/MM/FIDAP/ex3.tar.gz
ex31,FIDAP,Computational Fluid Dynamics Problem,91223,3909,3909,https://sparse.tamu.edu/MM/FIDAP/ex31.tar.gz
ex32,FIDAP,Computational Fluid Dynamics Problem,11047,1159,1159,https://sparse.tamu.edu/MM/FIDAP/ex32.tar.gz
ex33,FIDAP,Computational Fluid Dynamics Problem,22189,1733,1733,https://sparse.tamu.edu/MM/FIDAP/ex33.tar.gz
ex35,FIDAP,Computational Fluid Dynamics Problem,227872,19716,19716,https://sparse.tamu.edu/MM/FIDAP/ex35.tar.gz
ex36,FIDAP,Computational Fluid Dynamics Problem,53099,3079,3079,https://sparse.tamu.edu/MM/FIDAP/ex36.tar.gz
ex37,FIDAP,Computational Fluid Dynamics Problem,67591,3565,3565,https://sparse.tamu.edu/MM/FIDAP/ex37.tar.gz
ex4,FIDAP,Computational Fluid Dynamics Problem,31849,1601,1601,https://sparse.tamu.edu/MM/FIDAP/ex4.tar.gz
ex40,FIDAP,Computational Fluid Dynamics Problem,456188,7740,7740,https://sparse.tamu.edu/MM/FIDAP/ex40.tar.gz
ex5,FIDAP,Computational Fluid Dynamics Problem,279,27,27,https://sparse.tamu.edu/MM/FIDAP/ex5.tar.gz
ex6,FIDAP,Computational Fluid Dynamics Problem,49062,1651,1651,https://sparse.tamu.edu/MM/FIDAP/ex6.tar.gz
ex7,FIDAP,Computational Fluid Dynamics Problem,46626,1633,1633,https://sparse.tamu.edu/MM/FIDAP/ex7.tar.gz
ex8,FIDAP,Computational Fluid Dynamics Problem,90841,3096,3096,https://sparse.tamu.edu/MM/FIDAP/ex8.tar.gz
ex9,FIDAP,Computational Fluid Dynamics Problem,99471,3363,3363,https://sparse.tamu.edu/MM/FIDAP/ex9.tar.gz
big,Gaertner,Directed Weighted Graph,91465,13209,13209,https://sparse.tamu.edu/MM/Gaertner/big.tar.gz
nopoly,Gaertner,Undirected Weighted Graph,70842,10774,10774,https://sparse.tamu.edu/MM/Gaertner/nopoly.tar.gz
pesa,Gaertner,Directed Weighted Graph,79566,11738,11738,https://sparse.tamu.edu/MM/Gaertner/pesa.tar.gz
garon1,Garon,Computational Fluid Dynamics Problem,84723,3175,3175,https://sparse.tamu.edu/MM/Garon/garon1.tar.gz
garon2,Garon,Computational Fluid Dynamics Problem,373235,13535,13535,https://sparse.tamu.edu/MM/Garon/garon2.tar.gz
goodwin,Goodwin,Computational Fluid Dynamics Problem,324772,7320,7320,https://sparse.tamu.edu/MM/Goodwin/goodwin.tar.gz
rim,Goodwin,Computational Fluid Dynamics Problem,1014951,22560,22560,https://sparse.tamu.edu/MM/Goodwin/rim.tar.gz
graham1,Graham,Computational Fluid Dynamics Problem,335472,9035,9035,https://sparse.tamu.edu/MM/Graham/graham1.tar.gz
b1_ss,Grund,Chemical Process Simulation Problem,15,7,7,https://sparse.tamu.edu/MM/Grund/b1_ss.tar.gz
b2_ss,Grund,Chemical Process Simulation Problem,3895,1089,1089,https://sparse.tamu.edu/MM/Grund/b2_ss.tar.gz
b_dyn,Grund,Chemical Process Simulation Problem,4144,1089,1089,https://sparse.tamu.edu/MM/Grund/b_dyn.tar.gz
bayer01,Grund,Chemical Process Simulation Problem,275094,57735,57735,https://sparse.tamu.edu/MM/Grund/bayer01.tar.gz
bayer02,Grund,Chemical Process Simulation Problem,63307,13935,13935,https://sparse.tamu.edu/MM/Grund/bayer02.tar.gz
bayer03,Grund,Chemical Process Simulation Problem,29195,6747,6747,https://sparse.tamu.edu/MM/Grund/bayer03.tar.gz
